0.032679,0.51622,0.16075,1.3374,-68.153,0.085421,0.04314,0.92491,1.0458,0.47746,0.04314,0.090539,0.06561,0.04314,2404.8,0.15178,1.9372,0.04314,0.03612,111.20000,1.0793,0.055716,0.02736,0.11562,0.47746,0.13151,0.4879,0.44312,4.6034,0.38880,0.03612,152.3,2.3967,0.10793,0.055716,1.2029,6.88,0.5172,0.04666,0.12243,0.18665,0.04666,176.93000,65.73000,0.089816,0.57377,116.29,0.020505,0.01717,1.2344,0.47648,0.41725,1.3162,1.4257,6449.40000,0.04375,0.068443,0.95625,0.083226,3.2823,5.5531,145.63000,2.5063,3.292,0
0.072745,0.35386,0.20991,1.6523,7.0558,0.32087,0.090982,1.7931,0.99961,0.6345,0.090982,0.28274,0.07287,0.090982,883.31,0.41322,2.826,0.090982,0.04534,30.76500,1.0764,0.09713,0.03625,0.40477,0.6345,0.36168,0.48384,0.44822,4.0489,0.16141,0.04534,58.507,6.2386,0.27449,0.09713,2.1124,11.304,0.66657,0.04840,0.10089,0.076352,0.04840,90.80400,60.03900,0.43008,1.1267,30.753,0.04189,0.02088,1.5025,0.32179,0.16029,1.3549,1.4234,2349.20000,-0.00039,0.11465,1.00040,0.050548,11.864,6.0794,58.53000,6.2362,4.2851,0
0.039814,0.67832,0.26407,1.4494,5.9538,0,0.061017,0.47423,4.0616,0.32168,0.086623,0.10383,0.03680,0.061017,1656.3,0.22037,1.4742,0.061017,0.01502,17.08400,?,0.085783,0.00980,0.061017,0.09916,0.18911,3.35,1.7808,3.0609,0.13240,0.01889,48.634,7.5051,6.5018,-0.34869,4.0616,?,0.32168,-0.08585,0.2434,0.12976,0.02112,63.68600,46.60200,0.20943,1.1259,15.733,-0.002683,-0.00066,1.2556,0.58764,0.13324,2.1693,2.1693,303.80000,-0.08585,0.12377,0.98646,0,21.365,7.8323,52.80900,6.9117,27.39,0
0.082255,0.59952,0.19578,1.9119,-8.9653,0.18863,0.082336,0.668,0.98358,0.40048,0.082336,0.38349,0.14096,0.082336,2088.9,0.17473,1.668,0.082336,0.11079,105.12000,1.5664,0.088505,0.11068,0.18908,0.40048,0.1746,1.1714,0.3321,4.382,0.76421,0.11079,103.72,3.5192,0.14763,0.088505,0.84581,0.51048,0.7853,0.11909,0.14712,0.17769,0.11909,186.09000,80.96900,0.3843,0.91496,103.4,0.066085,0.08892,0.68468,0.2147,0.28416,0.67933,1.3321,4717.90000,-0.01669,0.20539,1.01670,0.9609,3.4721,4.5079,105.45000,3.4614,1.2606,0
0.03299,0.81281,0.17726,1.2214,16.122,-0.092584,0.037675,0.23031,1.9389,0.18719,0.043312,0.047056,0.02040,0.037675,7500.7,0.048662,1.2303,0.037675,0.01943,6.52860,?,0.006793,0.01701,0.037675,0.02132,0.042898,1.2049,8.0172,4.092,0.41920,0.02215,150.77,2.421,2.3847,0.00063,1.9389,?,0.18719,0.00032,0.069769,3.1246,0.00350,173.57000,167.04000,0.95124,1.1781,6.5307,0.004914,0.00253,1.2031,0.80063,0.41306,8.4664,8.4664,2190.70000,0.00032,0.17623,0.98103,0,55.908,2.1851,150.72000,2.4218,87.694,0
0.18849,0.46727,0.49017,2.0493,38.542,-0.000035,0.23266,1.1401,3.651,0.53273,0.23266,0.49803,0.07174,0.23266,651.19,0.56051,2.1401,0.23266,0.06373,12.37600,?,0.23037,0.05163,0.23266,0.49593,0.46599,?,11.487,3.1331,-0.00909,0.06373,49.965,7.3239,7.3221,0.23836,3.6541,?,0.53273,0.06529,1.0782,0.059995,0.06310,45.35300,32.97700,1.5226,1.7843,13.207,0.20111,0.05509,2.0488,0.46716,0.13654,12.485,12.485,665.93000,0.06529,0.35383,0.93633,0,29.492,11.068,46.70300,7.8153,85.564,0
0.30918,0.03101,0.61284,20.762,167.52,0.30918,0.30918,29.099,1.324,0.90236,0.30918,9.9703,0.28602,0.30918,30.513,11.962,32.247,0.30918,0.23840,50.64200,?,0.34395,0.23840,0.30918,0.90236,11.962,3.5113,1.7207,4.0023,-0.14301,0.23840,11.555,31.588,11.091,0.34395,1.3678,?,0.90236,0.26521,7.1692,0.002513,0.26521,118.63000,67.99300,1.7183,14.96,67.049,0.28218,0.21758,20.762,0.03101,0.031658,2.5337,2.5337,6161.30000,0.24471,0.34264,0.75529,0,7.2075,5.3682,8.72750,41.822,3.6415,0
-0.023104,0.85593,-0.19842,0.71208,-197.59,0.000801,-0.027524,0.16832,0.97759,0.14407,-0.027524,-0.03994,0.01582,-0.027524,19615,0.018608,1.1683,-0.027524,-0.02734,124.09000,0.79231,-0.007571,-0.02295,0.005298,0.14407,0.023772,-0.073517,-0.3896,4.4545,0.83471,-0.02734,244.25,1.4944,-0.008845,-0.007571,1.028,0.89005,0.31087,-0.00752,0.023658,0.78428,-0.00752,172.00000,47.91600,-0.067506,0.21544,121.31,-0.051022,-0.05068,0.57331,0.68913,0.66918,0.28288,0.6104,-5650.20000,-0.02292,-0.16037,1.02290,1.1578,2.9415,7.6175,249.85000,1.4609,1.9767,0
-0.12803,0.077725,0.51416,7.615,206.96,-0.27338,-0.12801,11.759,0.83123,0.91399,-0.12801,-1.647,0.01263,-0.12801,3254.4,0.11216,12.866,-0.12801,-0.18552,59.95200,0.91026,-0.13512,-0.18554,-0.27598,0.91399,0.11197,-1.6278,1.2598,3.8824,-0.35879,-0.18552,34.177,10.68,-1.7385,-0.13512,0.71768,?,0.91399,-0.19583,4.2136,1.591,-0.19583,139.85000,79.90100,-1.1296,6.1569,49.834,-0.27185,-0.39399,7.615,0.077725,0.093635,2.2395,2.2395,3921.60000,-0.20303,-0.14007,1.20300,0,6.0882,4.5681,41.11600,8.8774,1.6907,0
0.21907,0.30333,0.67045,9.0029,-35.643,0,0.22345,2.2967,0.9654,0.69667,0.32142,2.6673,0.25157,0.22345,455.87,0.80067,3.2967,0.22345,0.23146,32.64300,1.0464,0.18697,0.22692,0.20519,0.39367,0.78622,1.9084,2.7279,5.2413,0.31420,0.23146,94.958,4.1087,1.1347,0.64339,0.9654,?,0.69667,0.66645,7.33,0.048993,0.19366,52.99000,20.34600,2.5373,7.9723,91.556,0.16755,0.17355,2.4864,0.083775,0.24339,2.8345,2.8345,9.00290,0.66645,0.31446,0.39430,0,11.181,17.939,31.67400,11.524,3.928,0
